    0.00    -0.17     0.07    -0.41     0.02     0.68
    0.22     0.00     2.14     0.96     0.50     3.07
    3.01     4.17     0.00     1.30     0.25     2.56
    3.68     5.65     3.50     0.00     1.58     4.47
    6.31     7.87     6.04     4.71     0.00     6.67
    2.66     4.19     2.04     1.11     0.98     0.00
