    0.00     0.33     0.04     0.06    -0.01     0.13
    0.83     0.00     0.04     0.05     0.00     0.11
    0.53     0.02     0.00     0.13    -0.04    -0.01
    0.56     0.21    -0.02     0.00     0.05     0.07
    0.67     0.26     0.04    -0.02     0.00     0.09
    0.44    -0.06    -0.04    -0.04     0.02     0.00
