    0.00     1.67     0.88     0.72     0.23     1.00
    2.26     0.00    -0.06     0.08     0.02    -0.17
    0.78    -0.39     0.00    -0.11    -0.08    -0.12
    1.06    -0.56    -0.43     0.00    -0.59    -0.79
    0.06    -1.35    -1.76    -1.85     0.00    -2.08
    0.96    -0.51    -0.14    -0.18    -0.36     0.00
