    0.00     0.41    -0.07    -0.27     0.68     0.00     0.00     0.00     0.00     0.00     0.00
    0.26     0.00     0.46     0.11    -0.45     0.00     0.00     0.00     0.00     0.00     0.00
    0.55     0.49     0.00     0.39     0.81     0.00     0.00     0.00     0.00     0.00     0.00
   -0.34    -0.01     0.76     0.00     0.31     0.00     0.00     0.00     0.00     0.00     0.00
   -0.07    -0.05    -0.51    -0.22     0.00     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     0.00     0.00    -0.54     0.66     0.08    -0.22    -0.11
    0.00     0.00     0.00     0.00     0.00     0.03     0.00    -1.10     0.17     0.08     0.38
    0.00     0.00     0.00     0.00     0.00    -0.37    -0.52     0.00    -0.13    -0.17     0.04
    0.00     0.00     0.00     0.00     0.00     0.03     0.36     0.26     0.00    -0.08     0.02
    0.00     0.00     0.00     0.00     0.00    -0.23     0.51     0.01    -0.07     0.00     0.02
    0.00     0.00     0.00     0.00     0.00    -0.18     1.66     0.20     0.01     0.02     0.00
