    0.00     0.78     0.89     0.64     0.64     0.00     0.00     0.00     0.00     0.00     0.00
    0.70     0.00     0.65     0.62     0.49     0.00     0.00     0.00     0.00     0.00     0.00
    0.91     0.59     0.00     0.83     0.50     0.00     0.00     0.00     0.00     0.00     0.00
    1.51     1.46     1.73     0.00     1.44     0.00     0.00     0.00     0.00     0.00     0.00
    2.75     2.65     2.68     2.81     0.00     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     0.00     0.00     0.92     1.04     0.74     0.80     1.11
    0.00     0.00     0.00     0.00     0.00     0.79     0.00     0.15     0.63     0.56     0.61
    0.00     0.00     0.00     0.00     0.00     0.98     0.06     0.00     0.66     1.04     0.87
    0.00     0.00     0.00     0.00     0.00     1.21     1.36     1.40     0.00     1.66     1.63
    0.00     0.00     0.00     0.00     0.00     0.95     0.88     0.96     1.27     0.00     1.24
    0.00     0.00     0.00     0.00     0.00     5.25     4.78     5.25     5.30     5.37     0.00
