    0.00     1.24     0.70    -1.65     1.58     0.00     0.00     0.00     0.00     0.00     0.00
    0.88     0.00    -1.38     0.96     0.02     0.00     0.00     0.00     0.00     0.00     0.00
    0.39    -0.59     0.00    -0.53    -0.08     0.00     0.00     0.00     0.00     0.00     0.00
    0.74     3.66     1.49     0.00     1.26     0.00     0.00     0.00     0.00     0.00     0.00
    3.52     2.16     2.82     3.12     0.00     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     0.00     0.00     1.65     2.95     0.40     0.84    -0.22
    0.00     0.00     0.00     0.00     0.00     0.62     0.00    -1.52     2.13     0.77     6.55
    0.00     0.00     0.00     0.00     0.00     2.66    -0.56     0.00     1.46     1.58     0.33
    0.00     0.00     0.00     0.00     0.00     2.24     3.78     2.71     0.00     1.24     0.32
    0.00     0.00     0.00     0.00     0.00     1.05     2.06     2.89     3.67     0.00     1.99
    0.00     0.00     0.00     0.00     0.00     4.04     6.86     6.53     5.96     4.08     0.00
