    0.00    -0.05     0.17    -0.01    -0.12     0.00     0.00     0.00     0.00     0.00     0.00
   -0.16     0.00    -0.12     0.12    -0.12     0.00     0.00     0.00     0.00     0.00     0.00
   -0.06    -0.10     0.00     0.12     0.05     0.00     0.00     0.00     0.00     0.00     0.00
   -0.13     0.18     0.18     0.00    -0.04     0.00     0.00     0.00     0.00     0.00     0.00
   -0.16     0.03    -0.11     0.09     0.00     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.14    -0.22     0.20    -0.11
    0.00     0.00     0.00     0.00     0.00     0.10     0.00    -0.04     0.19     0.01     0.27
    0.00     0.00     0.00     0.00     0.00     0.22    -0.02     0.00     0.10    -0.19    -0.27
    0.00     0.00     0.00     0.00     0.00     0.20    -0.07    -0.04     0.00     0.08    -0.19
    0.00     0.00     0.00     0.00     0.00     0.05    -0.06    -0.17     0.04     0.00    -0.01
    0.00     0.00     0.00     0.00     0.00     0.06     0.28    -0.19     0.00     0.12     0.00
