    0.00     0.60     0.32     0.40     0.44     0.00     0.00     0.00     0.00     0.00     0.00
    0.99     0.00     0.66     0.71     0.70     0.00     0.00     0.00     0.00     0.00     0.00
    0.43     0.21     0.00     0.26     0.16     0.00     0.00     0.00     0.00     0.00     0.00
    1.37     1.49     0.12     0.00     0.37     0.00     0.00     0.00     0.00     0.00     0.00
    3.61     4.40     2.21     1.25     0.00     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     0.00     0.00     0.44     0.54     0.49     0.47     0.21
    0.00     0.00     0.00     0.00     0.00     0.80     0.00     0.85     0.63     0.78     0.95
    0.00     0.00     0.00     0.00     0.00     0.77     0.28     0.00     0.16     0.35     0.18
    0.00     0.00     0.00     0.00     0.00     0.77     0.46     0.09     0.00     0.37     0.06
    0.00     0.00     0.00     0.00     0.00     1.90     1.73     0.24     0.34     0.00     0.47
    0.00     0.00     0.00     0.00     0.00     5.07     6.62     3.44     4.06     2.19     0.00
