    0.00     0.56     0.22     0.27     0.50     0.00     0.00     0.00     0.00     0.00     0.00
    1.11     0.00     0.67     0.77     0.90     0.00     0.00     0.00     0.00     0.00     0.00
    0.40     0.18     0.00     0.24     0.18     0.00     0.00     0.00     0.00     0.00     0.00
    1.28     1.51     0.04     0.00     0.37     0.00     0.00     0.00     0.00     0.00     0.00
    3.37     4.47     2.08     1.12     0.00     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     0.00     0.00     0.54     0.69     0.45     0.45     0.19
    0.00     0.00     0.00     0.00     0.00     0.89     0.00     1.15     0.70     1.01     1.05
    0.00     0.00     0.00     0.00     0.00     0.83     0.35     0.00     0.22     0.46     0.13
    0.00     0.00     0.00     0.00     0.00     0.76     0.50     0.06     0.00     0.50    -0.09
    0.00     0.00     0.00     0.00     0.00     1.88     1.66     0.29     0.30     0.00     0.41
    0.00     0.00     0.00     0.00     0.00     4.95     6.66     3.43     3.93     1.95     0.00
