    0.00     0.04     0.10     0.13    -0.06     0.00     0.00     0.00     0.00     0.00     0.00
   -0.12     0.00    -0.01    -0.06    -0.20     0.00     0.00     0.00     0.00     0.00     0.00
    0.03     0.03     0.00     0.02    -0.02     0.00     0.00     0.00     0.00     0.00     0.00
    0.09    -0.02     0.08     0.00    -0.00     0.00     0.00     0.00     0.00     0.00     0.00
    0.24    -0.07     0.13     0.13     0.00     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     0.00     0.00    -0.10    -0.15     0.04     0.02     0.02
    0.00     0.00     0.00     0.00     0.00    -0.09     0.00    -0.30    -0.07    -0.23    -0.10
    0.00     0.00     0.00     0.00     0.00    -0.06    -0.07     0.00    -0.06    -0.11     0.05
    0.00     0.00     0.00     0.00     0.00     0.01    -0.04     0.03     0.00    -0.13     0.15
    0.00     0.00     0.00     0.00     0.00     0.02     0.07    -0.05     0.04     0.00     0.06
    0.00     0.00     0.00     0.00     0.00     0.12    -0.04     0.01     0.13     0.24     0.00
