    0.00    -0.60     0.17    -0.64    -1.07     0.00     0.00     0.00     0.00     0.00     0.00
   -1.06     0.00    -1.45    -2.11    -2.51     0.00     0.00     0.00     0.00     0.00     0.00
    0.93     0.90     0.00    -0.46    -0.42     0.00     0.00     0.00     0.00     0.00     0.00
    1.64     1.87     1.87     0.00    -0.32     0.00     0.00     0.00     0.00     0.00     0.00
    4.79     4.91     5.44     3.65     0.00     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     0.00     0.00    -0.47    -0.56    -0.43    -1.04    -0.61
    0.00     0.00     0.00     0.00     0.00    -0.99     0.00    -2.02    -0.66    -1.82    -2.79
    0.00     0.00     0.00     0.00     0.00     0.10     0.52     0.00     0.24    -0.79    -0.35
    0.00     0.00     0.00     0.00     0.00     0.79     2.03     0.93     0.00     1.46     0.70
    0.00     0.00     0.00     0.00     0.00     0.19     1.96     1.19     3.94     0.00    -1.12
    0.00     0.00     0.00     0.00     0.00     5.84     5.06     6.95     7.75     6.34     0.00
