  0.000018   0.999868   0.000018   0.000020   0.000076   0.000047   0.870777   0.127918   0.000068   0.000041   0.001148
  0.000023   0.999769   0.000023   0.000024   0.000162   0.000043   0.933444   0.063661   0.000057   0.000039   0.002756
  0.000039   0.999559   0.000035   0.000033   0.000333   0.000036   0.970465   0.023527   0.000045   0.000041   0.005886
  0.000068   0.999201   0.000054   0.000051   0.000625   0.000032   0.981021   0.011708   0.000041   0.000047   0.007150
  0.000126   0.998288   0.000086   0.000085   0.001415   0.000033   0.990286   0.006134   0.000044   0.000064   0.003439
  0.000274   0.993695   0.000191   0.000215   0.005625   0.000037   0.996428   0.002281   0.000049   0.000071   0.001134
  0.000779   0.969824   0.000539   0.000816   0.028042   0.000037   0.998544   0.000883   0.000042   0.000062   0.000433
  0.001812   0.911712   0.001131   0.002316   0.083029   0.000041   0.999220   0.000410   0.000044   0.000056   0.000229
  0.001880   0.972419   0.000901   0.002273   0.022527   0.000051   0.999466   0.000235   0.000051   0.000065   0.000132
  0.000884   0.995570   0.000385   0.001013   0.002147   0.000086   0.999406   0.000201   0.000082   0.000101   0.000124
  0.000410   0.998495   0.000193   0.000606   0.000296   0.000203   0.998933   0.000240   0.000193   0.000225   0.000206
  0.000409   0.998522   0.000195   0.000764   0.000111   0.000622   0.997147   0.000507   0.000576   0.000641   0.000507
  0.000788   0.997226   0.000303   0.001621   0.000063   0.001101   0.994987   0.000986   0.000972   0.000968   0.000986
  0.002030   0.993835   0.000640   0.003457   0.000037   0.001686   0.991076   0.002776   0.001373   0.001264   0.001825
  0.005508   0.978507   0.002028   0.013909   0.000047   0.001741   0.980841   0.011295   0.001676   0.001458   0.002990
  0.011963   0.956465   0.005514   0.025996   0.000063   0.001586   0.939429   0.050983   0.001878   0.001541   0.004582
  0.019062   0.944499   0.013069   0.023281   0.000089   0.000703   0.943482   0.051980   0.000985   0.000639   0.002211
  0.029666   0.924119   0.028700   0.017390   0.000124   0.000198   0.983729   0.014801   0.000352   0.000184   0.000736
  0.057760   0.870145   0.063059   0.008875   0.000161   0.000072   0.995618   0.003830   0.000155   0.000065   0.000260
  0.079044   0.804564   0.112846   0.003316   0.000230   0.000036   0.997720   0.002012   0.000092   0.000031   0.000109
  0.074459   0.766175   0.157622   0.001319   0.000424   0.000026   0.998161   0.001649   0.000066   0.000022   0.000077
  0.044895   0.802103   0.151832   0.000467   0.000704   0.000021   0.998136   0.001709   0.000054   0.000018   0.000063
  0.014220   0.858195   0.125415   0.000184   0.001986   0.000019   0.996900   0.002923   0.000069   0.000018   0.000070
  0.005121   0.897585   0.092780   0.000090   0.004425   0.000021   0.994700   0.005054   0.000122   0.000024   0.000079
  0.001819   0.933881   0.058795   0.000050   0.005454   0.000027   0.989803   0.009849   0.000183   0.000035   0.000102
  0.000671   0.973083   0.021888   0.000038   0.004320   0.000039   0.982791   0.016723   0.000189   0.000054   0.000203
  0.000319   0.987498   0.007736   0.000028   0.004419   0.000048   0.973571   0.025850   0.000158   0.000072   0.000300
  0.000246   0.992531   0.002256   0.000020   0.004947   0.000054   0.980012   0.019347   0.000149   0.000082   0.000355
  0.000351   0.994545   0.000698   0.000018   0.004388   0.000061   0.985555   0.013711   0.000125   0.000107   0.000440
  0.000701   0.994051   0.000268   0.000017   0.004963   0.000089   0.987141   0.011984   0.000097   0.000132   0.000557
  0.002205   0.993058   0.000104   0.000017   0.004616   0.000149   0.988744   0.010158   0.000067   0.000160   0.000722
  0.007119   0.989538   0.000058   0.000017   0.003268   0.000231   0.989534   0.008866   0.000049   0.000145   0.001176
  0.012075   0.986306   0.000049   0.000018   0.001552   0.000459   0.986865   0.010345   0.000036   0.000161   0.002133
  0.009956   0.989324   0.000055   0.000021   0.000644   0.001116   0.986079   0.009893   0.000028   0.000216   0.002667
  0.008018   0.991597   0.000075   0.000026   0.000284   0.003135   0.987345   0.007468   0.000023   0.000217   0.001811
  0.010275   0.989445   0.000094   0.000041   0.000145   0.007982   0.986595   0.004338   0.000019   0.000197   0.000869
  0.013977   0.985747   0.000100   0.000094   0.000082   0.019665   0.977016   0.002704   0.000017   0.000234   0.000363
  0.011305   0.988249   0.000125   0.000260   0.000062   0.043981   0.952981   0.002504   0.000020   0.000311   0.000203
  0.004598   0.994334   0.000180   0.000842   0.000046   0.020002   0.976793   0.002380   0.000032   0.000591   0.000202
  0.001949   0.995622   0.000277   0.002122   0.000030   0.004975   0.992021   0.001838   0.000045   0.000933   0.000188
  0.001064   0.995390   0.000460   0.003059   0.000027   0.001182   0.995681   0.001547   0.000061   0.001324   0.000204
  0.001188   0.994260   0.000508   0.004012   0.000032   0.000375   0.995531   0.002114   0.000092   0.001662   0.000226
  0.001970   0.994227   0.000349   0.003409   0.000046   0.000226   0.993170   0.004014   0.000149   0.002185   0.000256
  0.002457   0.994705   0.000300   0.002467   0.000072   0.000215   0.993222   0.004605   0.000191   0.001501   0.000266
  0.001774   0.996009   0.000322   0.001783   0.000112   0.000255   0.993031   0.005124   0.000270   0.000992   0.000328
  0.001530   0.996873   0.000314   0.001116   0.000167   0.000266   0.993286   0.005224   0.000283   0.000630   0.000310
  0.001350   0.997559   0.000265   0.000602   0.000224   0.000261   0.991680   0.007104   0.000250   0.000444   0.000262
  0.001307   0.997325   0.000320   0.000587   0.000461   0.000356   0.984887   0.013875   0.000245   0.000366   0.000270
  0.001152   0.996971   0.000357   0.000503   0.001016   0.000493   0.980273   0.018643   0.000180   0.000224   0.000187
  0.001329   0.995043   0.000491   0.000473   0.002664   0.000673   0.986618   0.012379   0.000118   0.000115   0.000096
  0.001057   0.994353   0.000446   0.000373   0.003771   0.000689   0.992014   0.007124   0.000082   0.000048   0.000043
  0.000553   0.995690   0.000342   0.000285   0.003130   0.001141   0.991843   0.006868   0.000096   0.000026   0.000026
  0.000297   0.996099   0.000250   0.000203   0.003151   0.003277   0.992173   0.004279   0.000226   0.000022   0.000023
  0.000144   0.997652   0.000135   0.000123   0.001946   0.010710   0.986340   0.001821   0.001077   0.000026   0.000027
  0.000086   0.998712   0.000084   0.000091   0.001027   0.031287   0.961517   0.000781   0.006341   0.000039   0.000036
  0.000070   0.999271   0.000068   0.000077   0.000514   0.042786   0.937909   0.000466   0.018718   0.000077   0.000044
  0.000050   0.999634   0.000047   0.000056   0.000212   0.045298   0.930971   0.000356   0.023167   0.000138   0.000069
  0.000045   0.999777   0.000036   0.000051   0.000091   0.033932   0.945092   0.000290   0.020341   0.000214   0.000130
  0.000042   0.999843   0.000027   0.000041   0.000047   0.016792   0.974914   0.000216   0.007395   0.000302   0.000380
  0.000048   0.999879   0.000021   0.000027   0.000026   0.008662   0.987149   0.000149   0.001909   0.000330   0.001800
