    0.00    -0.39     0.37    -0.81    -1.64    -0.18
   -0.01     0.00     1.71     1.32     0.28     2.46
    2.60     3.85     0.00     1.69     0.94     3.05
    3.76     6.26     4.46     0.00     1.34     4.78
    5.46     7.73     6.12     4.19     0.00     6.03
    2.09     4.18     2.76     1.84     0.46     0.00
