    0.00    -0.02    -0.09    -0.02     0.06     0.03
   -0.10     0.00    -0.04     0.06    -0.06     0.08
   -0.05     0.09     0.00     0.07    -0.06     0.03
   -0.00     0.03     0.02     0.00     0.07     0.12
    0.05     0.23     0.16    -0.02     0.00     0.10
   -0.01     0.13     0.10    -0.00    -0.01     0.00
