    0.00    -0.37     0.46    -0.79    -1.70    -0.21
    0.09     0.00     1.75     1.26     0.34     2.38
    2.65     3.76     0.00     1.62     1.00     3.02
    3.76     6.23     4.44     0.00     1.27     4.66
    5.41     7.50     5.96     4.21     0.00     5.93
    2.10     4.05     2.66     1.84     0.47     0.00
