    0.00    -2.59     0.93     2.16    11.89     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     3.80    -4.60    15.76     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00    -1.30    13.62     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     7.95     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     0.00     0.00    -0.17    -4.14     3.80    17.36     3.31
    0.00     0.00     0.00     0.00     0.00     0.00     0.00     6.34    -1.16    13.90    -1.86
    0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     2.15    12.02     8.06
    0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00    13.69     4.42
    0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00    13.77
    0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
