 580.386748 128.079423 115.474119 109.494048 100.669735 122.540324 36.450207 31.599551 29.653528 26.994649 34.479451 9.548601 8.823862 7.840854 10.466359 8.204548 7.549313 9.549712 8.072208 8.452287 7.444037 70.503277 62.546397 58.966349 53.675083 67.999648 111.921012 26.879082 24.749130 21.795433 29.344383 96.724868 27.042635 23.247129 21.066219 26.960463 90.590942 24.975631 23.400345 22.883111 24.230028 81.313152 22.222351 21.442197 23.122439 21.575594 105.995418 29.442161 26.662726 23.944841 21.070807 88.849448 78.251121 73.550419 66.707058 85.419217 223.937993 48.585268 45.002715 39.874021 52.372801 190.540428 48.362173 42.111416 37.789446 47.717652 177.531905 44.302433 42.037346 40.534245 43.682150 154.661158 39.240323 37.670997 40.130077 38.682252 211.407532 52.410012 47.273157 43.386532 38.750883 298.882033 52.754505 46.493632 44.158672 40.855049 51.389910 74.805104 73.174797 72.572428 72.481076 73.404552 3.727224 3.223287 2.881169 4.313284 2.918811 2.615577 3.651432 2.569533 3.280641 3.003978 28.526927 28.498579 28.489492 28.484460 28.513540 8.595040 7.774855 7.119496 9.322319 7.943491 7.475012 8.985002 7.588502 8.368777 7.802210
 128.079423 578.168357 110.354167 106.841063 101.626665 113.414439 36.248030 9.688640 8.772349 7.602086 10.846172 29.952575 29.073393 28.091452 30.944363 7.652784 7.280293 8.468737 7.962921 7.672849 6.939106 110.028282 26.833478 24.258006 21.064923 29.964521 70.095713 58.965878 57.473261 55.158190 61.056872 27.740471 88.808702 21.391387 20.063309 23.586206 25.241336 85.631482 21.494441 22.128079 21.572911 22.011964 82.160765 20.304667 22.389611 19.669437 30.705783 91.629793 23.368831 21.438978 19.397756 217.895488 48.122987 44.191538 39.202056 53.368829 88.796358 73.184700 71.103024 67.803765 75.701006 50.161458 166.605090 38.040334 35.241004 41.105649 45.759325 156.816484 37.592614 37.873141 37.714561 39.840559 147.662476 34.681041 37.738253 34.184305 55.146928 171.829949 40.647294 37.984953 34.941671 50.389433 298.884034 42.409584 42.220820 42.144559 43.813775 75.071238 3.791692 3.421857 3.149266 3.854313 74.213534 73.904830 74.149246 74.144487 2.743926 2.584101 2.833034 2.715329 2.801923 2.663070 28.526181 7.894282 7.358895 6.935433 8.489484 28.502945 28.502202 28.503629 28.505376 7.113398 7.060220 7.352113 7.552062 7.218314 7.065530
 115.474119 110.354167 570.690800 101.657225 97.916576 108.058441 9.700554 31.834840 8.137775 7.205009 9.779432 30.754188 7.633212 7.152688 8.368673 28.552518 28.100329 30.256940 7.044017 6.979230 6.410620 26.885726 96.254168 22.407949 19.818739 26.999018 27.450478 91.913876 21.286654 19.771233 23.398399 62.306737 59.546820 55.305387 54.207919 58.884292 23.616420 21.470660 84.295449 19.567056 19.689631 20.990376 20.051903 81.591132 19.679634 18.159314 27.640427 23.244849 88.945616 19.484459 17.858417 48.672795 188.907935 40.305718 36.394928 48.007369 50.311442 175.706428 37.948036 35.420617 41.327770 77.893439 72.783991 67.483698 65.491682 71.850936 43.111266 37.400426 156.571173 34.259000 34.885099 37.853420 34.399207 145.402014 33.396287 31.632953 49.588655 40.601401 166.596407 34.870724 32.441140 39.805241 38.430872 298.880333 38.592677 39.711399 40.053204 2.915101 73.988745 3.279923 3.113621 3.254474 74.474677 2.678200 2.550591 2.651187 74.627853 74.824035 74.572387 2.313542 2.588770 2.461032 7.278630 28.492036 6.684131 6.553106 7.291945 28.497020 6.419693 6.439517 6.659462 28.503201 28.507238 28.502275 6.118501 6.212247 6.224463
 109.494048 106.841063 101.657225 566.966866 98.890897 101.385560 8.825815 8.178797 30.120149 7.338869 8.837658 7.497882 30.265271 7.442380 7.748361 28.972439 6.683952 7.136023 29.290655 28.555067 6.160029 24.511020 22.584894 90.606719 19.949151 24.305240 25.043609 21.015385 90.132976 20.378751 21.644783 23.568753 21.078249 85.839447 18.356908 19.994624 58.958695 58.472869 55.708234 56.459852 55.021191 21.511091 21.021401 18.666961 85.323985 17.505568 25.224345 21.681052 19.825144 84.548137 17.231287 45.113284 40.639712 179.003297 36.378348 43.576102 46.463339 37.708972 172.247213 36.118041 38.367150 43.191959 37.553613 163.374515 32.852443 35.557773 73.342466 70.740647 67.395828 67.940678 66.586540 38.503746 35.811081 31.921061 151.477495 30.516891 45.953357 38.315480 35.251921 160.525399 31.718207 34.976445 35.717825 36.038080 298.879000 40.682584 34.590209 2.122836 2.925740 73.825606 3.859208 2.849774 2.515408 74.414029 3.129266 2.383153 74.791381 2.576951 2.284637 75.077684 74.645208 2.394977 6.219240 6.114961 28.478336 6.772248 6.148221 6.029429 28.492150 7.042291 5.928082 28.495079 6.252041 5.663958 28.505194 28.491165 5.923263
 100.669735 101.626665 97.916576 98.890897 561.712834 95.232234 7.760889 7.340044 7.436431 28.045955 7.786637 6.931000 7.347270 29.795915 6.994422 6.482166 28.910928 6.542983 29.640258 6.136937 27.455641 21.668135 20.317605 20.298564 83.941816 21.454279 22.020736 19.405452 20.276566 88.238707 19.535664 21.059508 19.420036 18.025312 84.269316 18.247539 21.682723 20.685625 18.250746 86.690392 17.278216 54.297579 56.668096 55.005249 56.806395 52.325838 22.307136 19.649829 18.210337 17.255121 80.961594 40.631593 37.226998 36.913639 167.448383 39.085477 41.283908 35.156194 36.087446 168.406800 35.038327 38.627128 34.599847 32.660255 157.186559 32.442233 39.603122 35.873863 32.576805 160.525550 30.821002 66.259472 67.485917 65.270025 67.578384 62.361877 41.206996 35.262099 32.837532 31.745966 155.172044 29.264638 32.282373 33.590282 36.972644 298.876169 30.271419 1.670098 2.493615 3.385964 73.955720 2.465738 2.391040 3.181368 74.773726 2.239442 2.522605 75.094046 2.142305 75.194752 2.338556 74.928145 5.091498 5.176721 5.826576 28.465900 5.053480 5.352200 6.178530 28.488236 5.087720 5.609653 28.493690 4.994095 28.498691 5.211163 28.486143
 122.540324 113.414439 108.058441 101.385560 95.232234 572.804569 10.539357 9.474658 8.519520 7.393183 34.856493 8.282527 7.798589 7.112398 31.477487 7.126515 6.706898 30.447077 6.776619 27.836642 26.438277 29.227318 26.219451 23.449849 20.311972 106.206930 29.703866 23.154308 21.706326 19.646002 93.731145 27.119040 23.158389 19.939382 18.465819 89.873666 24.762188 21.902180 20.036701 18.795517 81.965164 21.741386 20.058863 18.777046 19.076583 77.289332 67.871974 61.453052 59.099888 54.425327 51.379804 52.726859 46.793395 42.188545 37.264455 210.003927 53.902188 41.050876 38.392080 35.021791 177.566291 48.753180 40.604257 35.593461 32.577070 166.879540 45.201749 38.021211 35.384191 32.829601 151.703872 39.566801 34.625606 32.313512 32.635200 138.995913 85.208444 75.451410 72.130973 66.721228 62.724470 45.682211 40.930392 41.588089 38.176187 36.730241 298.881482 3.415624 3.625411 3.514223 3.441108 74.171149 2.678117 2.598286 2.516002 74.268447 2.395425 2.305290 74.516206 2.129160 74.344901 74.548799 8.357524 7.823420 7.162570 6.788852 28.503330 7.023366 6.632569 6.406831 28.497042 6.335178 6.211800 28.502557 5.737049 28.498335 28.498392
 36.450207 36.248030 9.700554 8.825815 7.760889 10.539357 7.973594 2.084091 1.819574 1.530787 2.356754 1.998236 1.791022 1.591501 2.202031 0.627373 0.555359 0.754950 0.591283 0.655585 0.557686 18.181123 4.562620 3.993658 3.358636 5.149253 18.188019 4.416475 3.965239 3.478196 4.878302 6.599815 6.169162 1.853714 1.619197 2.224728 5.789122 5.506070 1.874782 1.747704 1.966904 4.888114 4.903471 1.670033 1.786534 1.707751 7.430327 6.749676 2.195425 1.930068 1.641085 24.596382 6.124346 5.393956 4.560260 6.914897 24.855716 5.969931 5.367653 4.679569 6.559034 13.259265 11.998532 3.375588 2.916822 4.000343 11.766482 10.635329 3.422423 3.099799 3.610241 9.891347 9.422918 3.031733 3.172760 3.161403 14.930258 13.030332 3.910721 3.487894 3.000325 17.255321 17.626160 3.273700 2.906382 2.578741 3.687329 23.487366 1.796410 1.618279 1.460708 1.823475 1.736427 1.508819 1.374096 1.933756 0.032461 0.028906 0.041203 0.028486 0.037907 0.033777 7.199450 1.955180 1.764044 1.637389 2.089918 2.121006 1.863252 1.708210 2.293226 0.435308 0.394256 0.517543 0.393034 0.465259 0.418069
 31.599551 9.688640 31.834840 8.178797 7.340044 9.474658 2.084091 6.932792 1.706473 1.476733 2.066521 1.940867 0.627280 0.546959 0.746809 1.650151 1.526495 1.931772 0.538961 0.593088 0.513355 4.566024 15.940067 3.755823 3.233827 4.555473 6.536184 5.965195 1.825534 1.579640 2.178345 15.816403 4.326199 3.670094 3.353630 4.319325 5.470530 1.872440 5.119488 1.594379 1.783554 4.762003 1.651600 4.691220 1.624536 1.572227 6.509160 2.185902 5.867754 1.743839 1.507197 6.168770 21.142442 5.000488 4.323390 6.094223 13.261948 11.761294 3.318498 2.889173 3.920676 21.044681 5.774086 4.913520 4.431398 5.744358 11.048662 3.379478 10.013115 2.858490 3.274173 9.503390 2.992552 8.894806 2.882569 2.887646 13.007239 3.895493 11.311157 3.163575 2.767729 13.157880 2.949997 14.882109 2.782015 2.566260 3.171740 1.313081 22.647824 1.515046 1.475568 1.476738 1.547632 0.035236 0.030180 0.042197 1.308611 1.203059 1.552494 0.024537 0.033434 0.029569 1.816460 7.165048 1.644683 1.597337 1.782959 2.050593 0.408555 0.373645 0.471113 1.915955 1.816579 2.159641 0.362836 0.418953 0.386965
 29.653528 8.772349 8.137775 30.120149 7.436431 8.519520 1.819574 1.706473 6.613881 1.574402 1.871323 0.612170 1.751471 0.545971 0.659388 1.637236 0.503289 0.603291 1.611945 1.662920 0.491441 4.001812 3.758154 15.169550 3.382115 4.097874 5.743774 1.794745 5.362742 1.571228 1.927769 5.437933 1.816962 5.054314 1.466417 1.783892 15.016057 3.897530 3.640082 3.578491 3.725411 5.110386 1.656098 1.518350 4.984285 1.511139 5.929868 1.939949 1.762186 5.125571 1.451021 5.444552 5.004810 19.961132 4.445864 5.454485 11.939419 3.285105 10.717453 2.887880 3.493308 11.025284 3.295027 10.056143 2.691812 3.227839 19.782427 5.142569 4.834477 4.714994 4.973045 10.004047 2.952135 2.713568 9.347261 2.752931 11.996846 3.482153 3.173272 10.188293 2.717132 11.519937 2.472264 2.598875 13.984309 2.791684 2.711390 0.951678 1.326767 22.476200 1.875829 1.313258 0.033785 1.332374 0.035091 0.035466 1.264506 0.027122 0.030280 1.157910 1.355807 0.029236 1.511092 1.516199 7.153652 1.725515 1.530678 0.380350 1.816938 0.395779 0.397652 1.906393 0.383309 0.393952 1.841022 1.972913 0.390541
 26.994649 7.602086 7.205009 7.338869 28.045955 7.393183 1.530787 1.476733 1.574402 6.269570 1.620700 0.519535 0.532173 1.531978 0.552832 0.481866 1.480171 0.514319 1.577232 0.482708 1.427761 3.370260 3.239626 3.385259 14.271771 3.523296 4.857850 1.526247 1.545675 4.675745 1.617694 4.730373 1.541644 1.422828 4.491722 1.520052 5.129056 1.593879 1.449130 4.862623 1.456440 14.033616 3.366295 3.264051 3.516315 3.189242 5.177458 1.632450 1.507787 1.431906 4.419344 4.601672 4.325195 4.442644 18.577799 4.676561 10.314280 2.826231 2.854352 9.500805 2.961521 9.706010 2.800021 2.644682 8.894085 2.756948 10.328596 2.837781 2.643875 9.512417 2.665579 18.009431 4.371469 4.237337 4.570562 4.203216 10.645456 2.958950 2.748651 2.678323 9.051760 9.682841 1.969645 2.152219 2.528961 12.757900 2.229736 0.708371 1.101703 1.598733 22.581878 1.121395 0.029133 0.035569 1.171924 0.031967 0.025427 1.108828 0.026653 1.114107 0.028139 1.218805 1.204072 1.258396 1.472254 7.145250 1.263228 0.307619 0.351256 1.631141 0.321427 0.344609 1.760607 0.328281 1.808079 0.353856 1.805743
