    0.00    -0.17    -0.26    -0.12    -0.07     0.00     0.00     0.00     0.00     0.00     0.00
    0.30     0.00     1.07     0.61     0.55     0.00     0.00     0.00     0.00     0.00     0.00
    0.05     0.29     0.00     0.00     0.07     0.00     0.00     0.00     0.00     0.00     0.00
   -0.15    -0.30    -0.86     0.00    -0.36     0.00     0.00     0.00     0.00     0.00     0.00
    0.04     0.23     0.20     0.17     0.00     0.00     0.00     0.00     0.00     0.00     0.00
    0.00     0.00     0.00     0.00     0.00     0.00    -0.01    -0.24    -0.37    -0.21    -0.42
    0.00     0.00     0.00     0.00     0.00     0.87     0.00     1.46     0.67     0.65     1.80
    0.00     0.00     0.00     0.00     0.00     0.41     0.90     0.00    -0.14    -0.21     0.46
    0.00     0.00     0.00     0.00     0.00     0.01    -0.60    -0.71     0.00    -0.20    -0.64
    0.00     0.00     0.00     0.00     0.00    -0.16    -0.31    -1.30    -0.65     0.00    -0.93
    0.00     0.00     0.00     0.00     0.00    -0.27     0.25     0.02     0.14    -0.41     0.00
